All Time Rank,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,AirPlay Spins,Deezer Playlist Reach,Pandora Streams,Pandora Track Stations,Shazam Counts,Spotify Streams is NaN,Spotify Playlist Count is NaN,Spotify Playlist Reach is NaN,YouTube Views is NaN,YouTube Likes is NaN,TikTok Posts is NaN,TikTok Likes is NaN,TikTok Views is NaN,YouTube Playlist Reach is NaN,AirPlay Spins is NaN,Deezer Playlist Reach is NaN,Pandora Streams is NaN,Pandora Track Stations is NaN,Shazam Counts is NaN,Track Score,Spotify Popularity,Apple Music Playlist Count,Deezer Playlist Count,Amazon Playlist Count,Spotify Popularity is NaN,Apple Music Playlist Count is NaN,Deezer Playlist Count is NaN,Amazon Playlist Count is NaN
3189,113104452.0,5316.0,7545326.0,12373294.0,199529.0,944307.6200758681,112637464.57127072,1161157789.8336556,7302253.0,327.0,172405.0,883643.0,1252.0,56914.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,24.4,63.50158061116965,7.0,4.0,16.0,1,0,0,0
3201,297150374.0,25519.0,5927417.0,586564510.0,4724003.0,769000.0,36489633.0,403373148.0,119799399.0,11895.0,79003.0,7812570.0,2062.0,392074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,62.0,31.0,22.0,9.0,0,0,0,0
3197,669895431.0,82898.0,30660565.0,909093534.0,5048332.0,173871.0,46237758.0,328889314.0,266643047.0,29308.0,262279.0,396481900.0,660092.0,4565091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,67.0,90.0,26.0,38.0,0,0,0,0
3195,142352659.0,80632.0,7222942.0,105833149.0,819235.0,46229.0,11821844.0,129897849.0,19542904.0,9295.0,152415.0,5024541.0,1981.0,2768798.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,58.0,96.0,12.0,4.0,0,0,0,0
3184,306952759.0,43759.0,12814377.0,32391738.0,149460.0,51615.0,9029882.0,101766021.0,485245.0,3480.0,38775.0,808749.0,171.0,320412.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,68.0,8.0,5.0,10.0,0,0,0,0
3196,46356684.0,18454.0,1574124.0,74548185.0,462187.0,390100.0,69163531.0,1429881947.0,343960146.3082707,1667.0,62559.0,2.0,87876.96578631453,658573.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24.4,53.0,9.0,1.0,1.0,0,0,0,0
3181,68349764.0,7210.0,31014133.0,16821942.0,150277.0,4814.0,936755.0,10013585.0,216158198.0,1143.0,1742799.0,486201.0,53.0,134177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,8.0,13.0,19.0,11.0,0,0,0,0
3187,129573063.0,9240.0,3380877.0,124184578.0,417710.0,48700.0,14400034.0,168267163.0,14666486.0,1653.0,26463.0,19473307.0,1979.0,236018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,63.0,8.0,2.0,6.0,0,0,0,0
3199,839345554.0,295.0,20447.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,2.0,51964993.0,284214.0,2529148.692766592,0,0,0,1,1,1,1,1,1,1,0,0,0,1,24.4,23.0,13.0,1.0,25.348942172073343,0,0,0,1
3198,106218899.0,18622.0,4105233.0,54371720.0,527297.0,9975.0,2463185.0,44940300.0,44694803.0,171539.0,1266461.0,11675181.0,5696.0,1646446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,60.0,39.0,18.0,9.0,0,0,0,0
3200,51365907.0,12559.0,6817443.0,10673012.0,128410.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,1535.0,68244.0,5979536.0,1938.0,184130.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,24.4,63.50158061116965,14.0,7.0,22.0,1,0,0,0
3191,241293946.0,87019.0,13919499.0,54454355.0,416677.0,22428.0,10288605.0,80675570.0,343960146.3082707,55139.15675280351,292033.0,57295689.0,12251.0,1370229.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24.4,70.0,29.0,3.0,25.348942172073343,0,0,0,1
3194,872428879.0,85665.0,22510886.0,114782349.0,1125843.0,6510484.0,29590117.0,239961275.0,343960146.3082707,18644.0,598408.0,40166835.0,65776.0,266187.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.4,60.0,89.0,61.0,16.0,0,0,0,0
3193,283406755.0,35672.0,3644016.0,62279409.0,254008.0,48146.0,7156246.0,49171406.0,340942384.0,794.0,648.0,42707006.0,22346.0,363648.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,77.0,12.0,3.0,21.0,0,0,0,0
3188,420074095.0,84668.0,21613334.0,571911363.0,3726047.0,247846.0,61579479.0,634498093.0,156730455.0,18186.0,217652.0,531145697.0,1158658.0,5041927.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,65.0,37.0,15.0,17.0,0,0,0,0
3179,1216966135.0,92577.0,30252887.0,848555837.0,4212951.0,71954.0,63817390.0,428073160.0,1557663895.0,18666.0,44098.0,388338220.0,136828.0,6844702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,74.0,116.0,12.0,2.0,0,0,0,0
3202,65174919.0,13131.0,7905515.0,37986567.0,363870.0,733101.0,37688610.0,479919203.0,48502167.0,7196.0,467961.0,1188467.0,363.0,1062087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,64.0,43.0,7.0,8.0,0,0,0,0
3180,1313545266.0,193103.0,65382148.0,1310515665.0,6898904.0,40595.0,21561355.0,147790820.0,1599316290.0,226445.0,237782.0,85667349.25558099,87876.96578631453,7702096.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24.4,73.0,60.0,44.0,45.0,0,0,0,0
3185,526007719.0,118927.0,22542445.0,123695264.0,1202616.0,195703.0,99836883.0,705148582.0,5571744.0,85.0,28067.0,15617147.0,20519.0,1441297.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,71.0,27.0,2.0,7.0,0,0,0,0
3190,705672746.0,84469.0,33371478.0,271113088.0,1055058.0,38258.0,16654149.0,124603506.0,504904.0,4564.0,48467.0,66731877.0,7395.0,633497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,70.0,79.0,35.0,22.0,0,0,0,0
3182,2014959725.0,7808.0,1446867.0,85254240.0,910332.0,944307.6200758681,112637464.57127072,1161157789.8336556,1641.0,210716.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,0,0,1,1,1,1,24.4,48.0,56.0,32.31095406360424,2.0,0,0,1,0
3212,18861338.0,3421.0,12527571.0,1708354.0,29123.0,944307.6200758681,112637464.57127072,1161157789.8336556,381728.0,1.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,1,1,1,0,0,1,1,1,1,24.3,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
3217,1050676021.0,222725.0,53015020.0,95461283.0,924094.0,78289.0,26746381.0,162004699.0,16316.0,117045.0,465267.0,547325755.0,384670.0,15749222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,75.0,96.0,68.0,43.0,0,0,0,0
3216,73979851.0,22621.0,3769032.0,50747796.0,693723.0,3709.0,675392.0,3352332.0,4164938.0,185.0,1294938.737745098,3513432.0,1163.0,135705.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.3,67.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
3219,34343044.0,5156.0,7788420.0,11778991.0,285840.0,944307.6200758681,428800.0,6100000.0,343960146.3082707,215.0,1294938.737745098,4804147.0,6778.0,177644.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,24.3,63.50158061116965,1.0,32.31095406360424,20.0,1,0,1,0
3221,447387314.7459327,101.0,650.0,402796728.9801957,2930048.625204201,1958900.0,5518761.0,153005807.0,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,7458.0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,24.3,19.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
3204,73140012.0,38585.0,11725812.0,4645872.0,99384.0,20079.0,9396584.0,75770759.0,161789590.0,1410.0,91343.0,361815.0,288.0,175009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,62.0,30.0,6.0,4.0,0,0,0,0
3214,61704511.0,4273.0,3030216.0,1185240552.0,3361490.0,154.0,22976.0,402111.0,19256962.0,378.0,20173.0,26921535.0,3376.0,119855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,53.0,54.603119584055456,1.0,6.0,0,1,0,0
3213,450102131.0,176711.0,27362214.0,402796728.9801957,2930048.625204201,174000.0,33094580.0,513770838.0,343960146.3082707,198098.0,2955834.0,199734.0,1050.0,2529148.692766592,0,0,0,1,1,0,0,0,1,0,0,0,0,1,24.3,65.0,68.0,48.0,23.0,0,0,0,0
3211,33867992.0,7982.0,13465713.0,402796728.9801957,2930048.625204201,17510.0,39469631.0,407405367.0,343960146.3082707,25931.0,290509.0,661553.0,1014.0,221646.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,24.3,69.0,21.0,8.0,56.0,0,0,0,0
3210,2146682342.0,397228.0,83160830.0,347730526.0,3552978.0,761633.0,27141268.0,177890147.0,22608265.0,2668.0,2953010.0,424694899.0,223248.0,13371463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,83.0,118.0,83.0,38.0,0,0,0,0
3220,616379687.0,98086.0,22349959.0,348579880.0,3152170.0,122108.0,26221402.0,205457689.0,22801432.0,78118.0,87817.0,13245878.0,14608.0,13625815.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,65.0,70.0,41.0,18.0,0,0,0,0
3208,338782953.0,37015.0,12386097.0,1100136050.0,4740945.0,74386.0,9505223.0,99920646.0,157434221.0,1822.0,86989.0,89151096.0,22315.0,1724227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,64.0,25.0,15.0,10.0,0,0,0,0
3203,503187980.0,36629.0,13318890.0,857645221.0,2562683.0,32580.0,5181492.0,40522645.0,111178750.0,104.0,221999.0,57708356.0,12061.0,1724848.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,65.0,43.0,27.0,25.0,0,0,0,0
3207,840781611.0,93600.0,36206570.0,32641573.0,335427.0,1010070.0,25149358.0,160655710.0,2335.0,1910.0,285187.0,395651668.0,664276.0,3966093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,64.0,66.0,29.0,30.0,0,0,0,0
3215,1060319450.0,93637.0,53500350.0,361854211.0,3836505.0,143760.0,9183035.0,64709989.0,801371563.0,537.0,282.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24.3,67.0,54.603119584055456,1.0,50.0,0,1,0,0
3218,1346174222.0,180267.0,66781268.0,68221936.0,484565.0,115781.0,8359988.0,87048066.0,343960146.3082707,99714.0,550941.0,34196542.0,17254.0,9094363.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.3,75.0,157.0,92.0,48.0,0,0,0,0
3206,23065156.0,5493.0,6103682.0,9568515.0,227421.0,944307.6200758681,112637464.57127072,1161157789.8336556,828041.0,156.0,1294938.737745098,490398.0,283.0,140665.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,24.3,63.50158061116965,14.0,32.31095406360424,7.0,1,0,1,0
3205,33044062.0,11085.0,1851125.0,17304165.0,306669.0,971409.0,281266723.0,2490290769.0,343960146.3082707,4.0,1551.0,37348.0,124.0,42664.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.3,6.0,1.0,1.0,25.348942172073343,0,0,0,1
3209,346737588.0,25823.0,6551065.0,859633229.0,5596983.0,131003.0,15861564.0,141133651.0,114882014.0,3395.0,18898.0,1854603.0,3604.0,710052.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,62.0,26.0,8.0,17.0,0,0,0,0
3222,170941932.0,73853.0,8684961.0,68412662.0,574589.0,27400.0,12640222.0,101411557.0,307396103.0,38519.0,59038.0,9902950.0,4623.0,824789.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,62.0,17.0,6.0,6.0,0,0,0,0
3225,5984965.0,1054.0,63371.0,722868512.0,3856431.0,4226.0,97737.0,1676397.0,343960146.3082707,3.0,1294938.737745098,85667349.25558099,87876.96578631453,53348.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,24.2,35.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
3243,1188567787.0,125952.0,35637449.0,96234317.0,684919.0,1173367.0,58227763.0,388633141.0,367951.0,47278.0,634007.0,251208489.0,114412.0,4914487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,68.0,99.0,55.0,20.0,0,0,0,0
3233,1088915.0,89.0,29328.0,45683645.0,212924.0,2100000.0,92096902.0,1504849718.0,343960146.3082707,53.0,1294938.737745098,85667349.25558099,87876.96578631453,36502.0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,24.2,31.0,54.603119584055456,32.31095406360424,25.348942172073343,0,1,1,1
3223,68266114.0,3723.0,4165912.0,110533031.0,640587.0,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,191626.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,24.2,63.50158061116965,4.0,32.31095406360424,25.348942172073343,1,0,1,1
3231,102660899.0,18253.0,6004573.0,32838380.0,323861.0,3233.0,2189880.0,21328128.0,2634695.0,186.0,1294938.737745098,3314440.0,726.0,208933.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.2,63.50158061116965,9.0,32.31095406360424,3.0,1,0,1,0
3237,3495596.0,848.0,6929395.0,757869.0,24482.0,944307.6200758681,112637464.57127072,1161157789.8336556,381728.0,2.0,1294938.737745098,6382.0,12.0,29596.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,24.2,63.50158061116965,4.0,32.31095406360424,8.0,1,0,1,0
3230,45382812.0,26937.0,2239607.0,55687483.0,788743.0,163701.0,4240089.0,53885377.0,180034531.0,1377.0,4099.0,16342786.0,2392.0,1004688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,57.0,4.0,1.0,1.0,0,0,0,0
3241,437825141.0,37050.0,18118265.0,138771397.0,987474.0,250537.0,41061849.0,550954115.0,343960146.3082707,4299.0,67662.0,44781013.0,14175.0,641134.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.2,70.0,17.0,2.0,11.0,0,0,0,0
3227,731646994.0,157106.0,24325603.0,149345457.0,1143981.0,40220.0,10917801.0,87387158.0,395108.0,126.0,47780.0,665742058.0,753880.0,6577435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,75.0,62.0,27.0,14.0,0,0,0,0
3235,49756092.0,11905.0,10502401.0,16624763.0,340925.0,5352.0,214666.0,4372.0,15168530.0,3566.0,277848.0,2053888.0,472.0,65087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,73.0,12.0,9.0,22.0,0,0,0,0
3228,526083566.0,76288.0,26987950.0,1460145349.0,7622345.0,56018.0,34115468.0,212271619.0,1707525092.0,11313.0,278693.0,60118803.0,44915.0,5075463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,69.0,40.0,38.0,16.0,0,0,0,0
3226,683966195.0,70054.0,13629016.0,570116637.0,4467555.0,54403.0,9917672.0,57154966.0,36834339.0,14822.0,48262.0,310531184.0,182439.0,6123810.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,65.0,62.0,21.0,9.0,0,0,0,0
3236,22007314.0,2582.0,3001576.0,402796728.9801957,2930048.625204201,1100000.0,73900301.0,750594068.0,343960146.3082707,11.0,1294938.737745098,35115.0,1022.0,221129.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,24.2,54.0,1.0,32.31095406360424,25.348942172073343,0,0,1,1
3234,915401494.0,155329.0,39721831.0,223385717.0,2683841.0,188807.0,155773701.0,1120661792.0,94156143.0,1149.0,201960.0,4988511.0,7679.0,4588227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,80.0,31.0,26.0,14.0,0,0,0,0
3240,387273112.0,61978.0,16015269.0,103938760.0,1316097.0,21110.0,10221959.0,179105827.0,2664563656.0,201646.0,2095389.0,8539058.0,2764.0,1926829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,65.0,59.0,42.0,39.0,0,0,0,0
3224,81419779.0,3003.0,13808567.0,4628735.0,66025.0,944307.6200758681,106802.0,485970.0,343960146.3082707,45.0,1294938.737745098,917387.0,636.0,35017.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,24.2,63.50158061116965,6.0,32.31095406360424,13.0,1,0,1,0
3239,124343335.0,25076.0,9223630.0,38371589.0,948608.0,19555.0,21295468.0,244276844.0,1278125.0,18360.0,137444.0,3872525.0,3280.0,497479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,59.0,37.0,28.0,33.0,0,0,0,0
3232,941989512.0,202958.0,78141768.0,680420701.0,5796336.0,248312.0,30186137.0,239082117.0,208116538.0,37387.0,370752.0,505346500.0,567747.0,6223045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,74.0,49.0,24.0,6.0,0,0,0,0
3229,13194395.0,706.0,5333338.0,13890373.0,454342.0,944307.6200758681,112637464.57127072,1161157789.8336556,19904542.0,45.0,1294938.737745098,8516.0,1.0,26440.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,24.2,70.0,18.0,32.31095406360424,13.0,0,0,1,0
3238,223785164.0,57258.0,5817337.0,15012510.0,128598.0,10832.0,6101983.0,56806507.0,343960146.3082707,67.0,19747.0,592559.0,668.0,2529148.692766592,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24.2,71.0,10.0,2.0,25.348942172073343,0,0,0,1
3242,272702293.0,96215.0,17590009.0,79195534.0,938464.0,551633.0,191409490.0,1530938016.0,4455085.0,9.0,90934.0,85667349.25558099,87876.96578631453,1942410.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24.2,62.0,22.0,5.0,1.0,0,0,0,0
3245,258337879.0,25049.0,3683882.0,297136479.0,3230400.0,761830.0,14183967.0,226438634.0,795121.0,93.0,1294938.737745098,13762.0,29.0,339861.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.1,65.0,9.0,32.31095406360424,2.0,0,0,1,0
3254,245582383.0,50023.0,10033886.0,100812283.0,754232.0,28407.0,6489257.0,97281914.0,319953187.0,5593.0,272667.0,2377785.0,259.0,313095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,65.0,19.0,6.0,3.0,0,0,0,0
3246,92896589.0,15887.0,2265888.0,1409748329.0,8483910.0,390900.0,10757515.0,203136653.0,59414723.0,367.0,1294938.737745098,85667349.25558099,87876.96578631453,263588.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,24.1,57.0,5.0,32.31095406360424,4.0,0,0,1,0
3248,183162195.0,30174.0,5050179.0,45192343.0,634145.0,166309.0,37085192.0,229093751.0,343960146.3082707,7.0,1294938.737745098,493769.0,1560.0,469880.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,24.1,69.0,1.0,32.31095406360424,25.348942172073343,0,0,1,1
3260,116035112.0,12404.0,6217052.0,11537522.0,78076.0,3454.0,586409.0,10490564.0,151376171.0,152815.0,88483.0,51784536.0,5255.0,312027.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,61.0,35.0,5.0,30.0,0,0,0,0
3267,390733154.0,105426.0,12610976.0,131372042.0,1114310.0,7376.0,2506375.0,24693976.0,4105289.0,43.0,1294938.737745098,76615431.0,34462.0,2529148.692766592,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24.1,64.0,49.0,32.31095406360424,2.0,0,0,1,0
3263,350427750.0,49991.0,14312352.0,124215789.0,737982.0,204742.0,61504934.0,569263172.0,544115326.0,15807.0,36767.0,397851.0,508.0,477438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,71.0,15.0,10.0,13.0,0,0,0,0
3249,313144836.0,59063.0,18646872.0,63377694.0,505563.0,53473.0,9402727.0,105002413.0,9385389.0,122148.0,431971.0,101741112.0,10653.0,2293223.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,62.0,153.0,53.0,47.0,0,0,0,0
3253,2502925593.0,212574.0,119020197.0,430771444.0,3399564.0,168386.0,63593438.0,548933681.0,25654740.0,197343.0,1160637.0,85667349.25558099,87876.96578631453,26904347.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24.1,76.0,360.0,346.0,80.0,0,0,0,0
3329,447387314.7459327,59390.8298013245,23346816.055212013,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.1,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
3250,204730798.0,35882.0,4007932.0,94105710.0,701021.0,153900.0,45043047.0,411286349.0,2672924.0,4737.0,83143.0,1156454.0,799.0,258504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,68.0,12.0,6.0,9.0,0,0,0,0
3258,280901994.0,31034.0,6694945.0,489518287.0,8770696.0,854500.0,100199461.0,948594062.0,14011677.0,3915.0,43233.0,2248413.0,3097.0,126970.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,63.0,6.0,6.0,20.0,0,0,0,0
3244,28563790.0,1755.0,8072460.0,40333378.0,420833.0,944307.6200758681,205870.0,1423100.0,159095018.0,4075.0,439014.0,111604.0,87876.96578631453,59172.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.1,19.0,2.0,14.0,19.0,0,0,0,0
3259,127392768.0,22713.0,6540862.0,129725858.0,558219.0,897800.0,280690579.0,2966243206.0,7595234.0,1253.0,41707.0,39938.0,55.0,282479.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,59.0,5.0,8.0,5.0,0,0,0,0
3247,222400657.0,19680.0,9854978.0,399807694.0,5239967.0,113542.0,141153423.0,936285256.0,145924225.0,3257.0,4799.0,577999.0,666.0,400154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,68.0,21.0,1.0,17.0,0,0,0,0
3257,447387314.7459327,59390.8298013245,23346816.055212013,1260431361.0,3643373.0,944307.6200758681,112637464.57127072,1161157789.8336556,7381198.0,55139.15675280351,1294938.737745098,85667349.25558099,87876.96578631453,1142692.0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,24.1,63.50158061116965,14.0,32.31095406360424,25.348942172073343,1,0,1,1
3265,335604759.0,47721.0,9209948.0,155802565.0,3846286.0,1961193.0,340937251.0,2759903957.0,1644734.0,21424.0,26241.0,25337036.0,48345.0,1008719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,3.0,39.0,272.0,1.0,0,0,0,0
3264,5790738.0,369.0,3488921.0,20489530.0,159632.0,944307.6200758681,112637464.57127072,1161157789.8336556,16582955.0,1068.0,298082.0,2039.0,11.0,27697.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,24.1,64.0,1.0,6.0,4.0,0,0,0,0
3268,15987089.0,4424.0,5306843.0,4035815.0,111954.0,944307.6200758681,112637464.57127072,1161157789.8336556,1730920237.0,72182.0,193338.0,1051867.0,256.0,183738.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,24.1,63.50158061116965,9.0,7.0,21.0,1,0,0,0
3266,20395364.0,3841.0,6746386.0,5280055.0,70627.0,944307.6200758681,112637464.57127072,1161157789.8336556,24444704.0,974.0,220079.0,85667349.25558099,87876.96578631453,54940.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,24.1,63.50158061116965,4.0,5.0,16.0,1,0,0,0
3251,4794950.0,498.0,2896644.0,3452898.0,170142.0,944307.6200758681,112637464.57127072,1161157789.8336556,2075242.0,69.0,281784.0,646.0,87876.96578631453,12447.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,24.1,67.0,3.0,3.0,2.0,0,0,0,0
3252,76510509.0,35841.0,3367961.0,11734153.0,115504.0,61.0,5249.0,76912.0,5542.0,127.0,289994.0,151911.0,164.0,138675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,64.0,30.0,3.0,4.0,0,0,0,0
3262,31438986.0,1429.0,21671170.0,21490653.0,239191.0,3514.0,112637464.57127072,1161157789.8336556,343960146.3082707,8.0,1076696.0,91422.0,300.0,212412.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,24.1,74.0,1.0,2.0,25.348942172073343,0,0,0,1
3261,12032878.0,3204.0,6664877.0,1683275.0,38016.0,944307.6200758681,112637464.57127072,1161157789.8336556,17276700.0,58674.0,85262.0,2022938.0,296.0,120938.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,24.1,63.50158061116965,14.0,10.0,22.0,1,0,0,0
3255,191569959.0,73054.0,4131980.0,55509965.0,448500.0,690.0,12323369.0,129718183.0,80052391.0,12300.0,101700.0,611.0,87876.96578631453,343759.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.1,57.0,16.0,13.0,7.0,0,0,0,0
3256,589832336.0,139494.0,20487412.0,208632840.0,2426614.0,43833.0,21945800.0,118952804.0,58506780.0,2371.0,101096.0,19561450.0,14137.0,1800184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,74.0,88.0,31.0,21.0,0,0,0,0
3277,401979272.0,80139.0,15198667.0,236719624.0,1667710.0,101915.0,18751200.0,203030554.0,86821613.0,15171.0,364216.0,232813.0,694.0,1750278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,66.0,75.0,33.0,13.0,0,0,0,0
3271,157676395.0,21485.0,5429963.0,5025676.0,28970.0,3492.0,308886.0,2359449.0,3948452.0,8672.0,515925.0,12486187.0,3596.0,118515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,76.0,13.0,4.0,59.0,0,0,0,0
3284,37789672.0,2484.0,49070048.0,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,56004473.0,3623.0,1517880.0,2656320.0,165.0,48447.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,24.0,63.50158061116965,34.0,35.0,49.0,1,0,0,0
3272,35119540.0,2907.0,7078317.0,45526146.0,393618.0,944307.6200758681,11483596.0,163624449.0,138286932.0,1944.0,612699.0,85667349.25558099,87876.96578631453,1958847.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,24.0,66.0,24.0,4.0,16.0,0,0,0,0
3281,447387314.7459327,59390.8298013245,23346816.055212013,402796728.9801957,2930048.625204201,944307.6200758681,112637464.57127072,1161157789.8336556,343960146.3082707,280002.0,1294938.737745098,85667349.25558099,87876.96578631453,2529148.692766592,1,1,1,1,1,1,1,1,1,0,1,1,1,1,24.0,63.50158061116965,54.603119584055456,32.31095406360424,25.348942172073343,1,1,1,1
3274,1779760815.0,90161.0,37656145.0,734259158.0,3624282.0,513775.0,50587031.0,371899383.0,6608.0,23294.0,1437169.0,85667349.25558099,87876.96578631453,2529148.692766592,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24.0,69.0,136.0,57.0,6.0,0,0,0,0
